"stp20_nhs_code","stp20_name","date","year","month","treatment","waits_over_18_weeks","waits_over_52_weeks"
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-04-01,2021,"Apr","Plastic Surgery Service",554,91
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-04-01,2021,"Apr","Respiratory Medicine Service",1036,65
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-04-01,2021,"Apr","Rheumatology Service",1071,8
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-04-01,2021,"Apr","Total",50979,10569
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-04-01,2021,"Apr","Trauma and Orthopaedic Service",9921,2605
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-04-01,2021,"Apr","Urology Service",2475,542
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Cardiology Service",644,15
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Dermatology Service",336,1
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Ear Nose and Throat Service",629,77
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Elderly Medicine Service",23,2
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Gastroenterology Service",238,1
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","General Internal Medicine Service",1,0
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","General Surgery Service",978,155
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Gynaecology Service",591,9
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Neurology Service",387,0
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Ophthalmology Service",1429,116
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Oral Surgery Service",1164,200
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Other - Medical Services",360,6
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Other - Other Services",157,4
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Other - Paediatric Services",97,2
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Other - Surgical Services",1349,254
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Plastic Surgery Service",1,0
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Respiratory Medicine Service",32,0
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Rheumatology Service",248,3
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Total",14806,2421
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Trauma and Orthopaedic Service",5063,1251
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Urology Service",1079,325
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Cardiology Service",441,1
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Cardiothoracic Surgery Service",56,0
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Dermatology Service",1307,44
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Ear Nose and Throat Service",6630,4034
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Elderly Medicine Service",65,0
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Gastroenterology Service",6157,86
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","General Internal Medicine Service",508,18
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","General Surgery Service",5289,1050
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Gynaecology Service",4106,642
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Neurology Service",1102,17
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Neurosurgical Service",453,191
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Ophthalmology Service",11038,4387
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Oral Surgery Service",2650,1449
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Other - Medical Services",2455,146
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Other - Mental Health Services",0,0
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Other - Other Services",950,85
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Other - Paediatric Services",3464,1231
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Other - Surgical Services",1550,305
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Plastic Surgery Service",2848,1134
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Respiratory Medicine Service",327,7
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Rheumatology Service",1307,133
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Total",72262,19547
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Trauma and Orthopaedic Service",15403,3866
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-04-01,2021,"Apr","Urology Service",4156,721
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Cardiology Service",2093,114
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Cardiothoracic Surgery Service",192,17
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Dermatology Service",2603,295
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Ear Nose and Throat Service",5246,690
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Elderly Medicine Service",147,0
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Gastroenterology Service",2577,91
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","General Internal Medicine Service",46,2
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","General Surgery Service",8231,1124
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Gynaecology Service",4587,314
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Neurology Service",898,11
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Ophthalmology Service",9123,1382
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Oral Surgery Service",5900,1478
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Other - Medical Services",3223,104
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Other - Mental Health Services",92,0
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Other - Other Services",115,12
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Other - Paediatric Services",3197,484
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Other - Surgical Services",1007,211
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Plastic Surgery Service",894,105
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Respiratory Medicine Service",1225,4
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Rheumatology Service",1455,6
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Total",70486,9198
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Trauma and Orthopaedic Service",11422,1663
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-04-01,2021,"Apr","Urology Service",6213,1091
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Cardiology Service",2592,15
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Cardiothoracic Surgery Service",404,24
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Dermatology Service",1523,246
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Ear Nose and Throat Service",4575,1814
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Elderly Medicine Service",161,5
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Gastroenterology Service",2482,558
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","General Internal Medicine Service",54,4
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","General Surgery Service",3045,629
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Gynaecology Service",2164,193
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Neurology Service",183,8
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Neurosurgical Service",890,162
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Ophthalmology Service",7637,3508
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Oral Surgery Service",2844,1086
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Other - Medical Services",3349,551
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Other - Mental Health Services",13,0
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Other - Other Services",380,57
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Other - Paediatric Services",3173,969
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Other - Surgical Services",2125,619
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Plastic Surgery Service",1226,268
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Respiratory Medicine Service",524,1
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Rheumatology Service",613,32
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Total",52260,14419
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Trauma and Orthopaedic Service",8430,2425
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-04-01,2021,"Apr","Urology Service",3873,1245
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Cardiology Service",2253,606
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Cardiothoracic Surgery Service",486,130
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Dermatology Service",708,23
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Ear Nose and Throat Service",3476,1042
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Elderly Medicine Service",50,4
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Gastroenterology Service",1659,495
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","General Internal Medicine Service",52,2
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","General Surgery Service",1250,277
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Gynaecology Service",3082,752
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Neurology Service",609,117
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Neurosurgical Service",849,325
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Ophthalmology Service",5271,1118
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Oral Surgery Service",4232,1448
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Other - Medical Services",2222,175
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Other - Mental Health Services",10,0
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Other - Other Services",189,99
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Other - Paediatric Services",4941,1755
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Other - Surgical Services",4874,1543
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Plastic Surgery Service",1170,105
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Respiratory Medicine Service",325,28
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Rheumatology Service",278,0
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Total",50131,14454
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Trauma and Orthopaedic Service",9801,3989
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-04-01,2021,"Apr","Urology Service",2344,421
"QVV","DORSET STP",2021-04-01,2021,"Apr","Cardiology Service",576,5
"QVV","DORSET STP",2021-04-01,2021,"Apr","Cardiothoracic Surgery Service",17,0
"QVV","DORSET STP",2021-04-01,2021,"Apr","Dermatology Service",1088,112
"QVV","DORSET STP",2021-04-01,2021,"Apr","Ear Nose and Throat Service",5460,2298
"QVV","DORSET STP",2021-04-01,2021,"Apr","Elderly Medicine Service",19,0
"QVV","DORSET STP",2021-04-01,2021,"Apr","Gastroenterology Service",739,148
"QVV","DORSET STP",2021-04-01,2021,"Apr","General Internal Medicine Service",891,47
"QVV","DORSET STP",2021-04-01,2021,"Apr","General Surgery Service",5356,1143
"QVV","DORSET STP",2021-04-01,2021,"Apr","Gynaecology Service",3524,927
"QVV","DORSET STP",2021-04-01,2021,"Apr","Neurology Service",365,5
"QVV","DORSET STP",2021-04-01,2021,"Apr","Ophthalmology Service",4451,694
"QVV","DORSET STP",2021-04-01,2021,"Apr","Oral Surgery Service",6216,3550
"QVV","DORSET STP",2021-04-01,2021,"Apr","Other - Medical Services",354,43
"QVV","DORSET STP",2021-04-01,2021,"Apr","Other - Other Services",12,4
"QVV","DORSET STP",2021-04-01,2021,"Apr","Other - Paediatric Services",446,18
"QVV","DORSET STP",2021-04-01,2021,"Apr","Other - Surgical Services",691,230
"QVV","DORSET STP",2021-04-01,2021,"Apr","Respiratory Medicine Service",258,35
"QVV","DORSET STP",2021-04-01,2021,"Apr","Rheumatology Service",506,7
"QVV","DORSET STP",2021-04-01,2021,"Apr","Total",42785,13200
"QVV","DORSET STP",2021-04-01,2021,"Apr","Trauma and Orthopaedic Service",9645,3574
"QVV","DORSET STP",2021-04-01,2021,"Apr","Urology Service",2171,360
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Cardiology Service",3246,628
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Cardiothoracic Surgery Service",47,0
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Dermatology Service",2150,72
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Ear Nose and Throat Service",4061,944
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Elderly Medicine Service",25,0
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Gastroenterology Service",3047,173
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","General Internal Medicine Service",66,0
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","General Surgery Service",3198,456
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Gynaecology Service",3931,236
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Neurology Service",542,24
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Neurosurgical Service",1027,130
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Ophthalmology Service",3233,301
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Oral Surgery Service",1709,250
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Other - Medical Services",3135,208
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Other - Mental Health Services",461,1
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Other - Other Services",1026,164
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Other - Paediatric Services",2091,302
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Other - Surgical Services",3291,667
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Plastic Surgery Service",1054,296
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Respiratory Medicine Service",731,13
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Rheumatology Service",690,7
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Total",47828,5586
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Trauma and Orthopaedic Service",6800,412
"QWE","SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Urology Service",2267,302
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Cardiology Service",1484,107
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Cardiothoracic Surgery Service",164,7
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Dermatology Service",1459,156
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Ear Nose and Throat Service",8496,2973
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Elderly Medicine Service",69,0
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Gastroenterology Service",3622,373
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","General Internal Medicine Service",82,4
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","General Surgery Service",9065,2951
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Gynaecology Service",6728,1829
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Neurology Service",1628,178
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Neurosurgical Service",334,109
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Ophthalmology Service",5691,1269
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Oral Surgery Service",4114,1548
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Other - Medical Services",6062,896
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Other - Other Services",572,179
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Other - Paediatric Services",5949,1662
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Other - Surgical Services",7365,1904
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Plastic Surgery Service",4543,1884
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Respiratory Medicine Service",997,91
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Rheumatology Service",794,34
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Total",90619,25818
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Trauma and Orthopaedic Service",15070,5750
"QWO","WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP)",2021-04-01,2021,"Apr","Urology Service",6331,1914
"QWU","COVENTRY AND WARWICKSHIRE STP",2021-04-01,2021,"Apr","Cardiology Service",752,23
"QWU","COVENTRY AND WARWICKSHIRE STP",2021-04-01,2021,"Apr","Cardiothoracic Surgery Service",192,24
"QWU","COVENTRY AND WARWICKSHIRE STP",2021-04-01,2021,"Apr","Dermatology Service",4254,405
"QWU","COVENTRY AND WARWICKSHIRE STP",2021-04-01,2021,"Apr","Ear Nose and Throat Service",4619,919
"QWU","COVENTRY AND WARWICKSHIRE STP",2021-04-01,2021,"Apr","Elderly Medicine Service",7,0
"QWU","COVENTRY AND WARWICKSHIRE STP",2021-04-01,2021,"Apr","Gastroenterology Service",622,48
"QWU","COVENTRY AND WARWICKSHIRE STP",2021-04-01,2021,"Apr","General Internal Medicine Service",347,26
"QWU","COVENTRY AND WARWICKSHIRE STP",2021-04-01,2021,"Apr","General Surgery Service",6036,2153
"QWU","COVENTRY AND WARWICKSHIRE STP",2021-04-01,2021,"Apr","Gynaecology Service",4231,917
"QWU","COVENTRY AND WARWICKSHIRE STP",2021-04-01,2021,"Apr","Neurology Service",711,19
"QWU","COVENTRY AND WARWICKSHIRE STP",2021-04-01,2021,"Apr","Neurosurgical Service",1506,394
"QWU","COVENTRY AND WARWICKSHIRE STP",2021-04-01,2021,"Apr","Ophthalmology Service",4599,1154
"QWU","COVENTRY AND WARWICKSHIRE STP",2021-04-01,2021,"Apr","Oral Surgery Service",1727,643
"QWU","COVENTRY AND WARWICKSHIRE STP",2021-04-01,2021,"Apr","Other - Medical Services",2750,529
"QWU","COVENTRY AND WARWICKSHIRE STP",2021-04-01,2021,"Apr","Other - Other Services",288,58
"QWU","COVENTRY AND WARWICKSHIRE STP",2021-04-01,2021,"Apr","Other - Paediatric Services",638,47
